"Buckaroo payment methods","Metodi di pagamento Buckaroo"
"The CVC/CVV code is a 3 or 4-digit security code on your credit card.","Il codice CVC/CVV è un codice di sicurezza di 3 o 4 cifre sulla tua carta di credito."
"Buckaroo Payment Methods","Metodi di pagamento Buckaroo"
"iDEAL | Wero","iDEAL | Wero"
"Enable iDEAL | Wero","Abilita iDEAL | Wero"
"Enable or disable this payment method.","Abilita o disabilita questo metodo di pagamento."
"Title","Titolo"
"The payment method name shown during checkout. If empty, the default title is used.","Il nome del metodo di pagamento mostrato durante il checkout. Se questo campo è vuoto, viene utilizzato il titolo predefinito."
"Display Subtext","Mostra sottotesto"
"Enable or disable subtext display during checkout.","Abilita o disabilita la visualizzazione del sottotesto durante il checkout."
"Subtext Content","Contenuto del sottotesto"
"This controls the description which the user sees during checkout.","Puoi anche impostare una descrizione aggiuntiva del metodo di pagamento che viene mostrata sotto il nome del metodo di pagamento, ad esempio 'Paga dopo'."
"Subtext Style","Stile del carattere del sottotesto"
"Choose a font style for the subtext.","Scegli uno stile di carattere per far risaltare la descrizione, oppure usa il valore predefinito 'Regular'."
"Subtext Color","Colore del carattere del sottotesto"
"Choose a font color for the subtext.","Adatta il colore del testo della descrizione per farlo risaltare meglio."
"Sort Order","Ordine dei metodi di pagamento"
"Determines the sorting of payment methods.","Modifica l'ordine dei metodi di pagamento così come vengono mostrati nel checkout."
"Payment Flow","Flusso di pagamento"
"Whether to use separate authorize and capture calls or to use a combined 'pay' call.","Se effettuare chiamate separate di autorizzazione e cattura oppure utilizzare una chiamata combinata 'pay'."
"Method Specific Configuration","Configurazione specifica del metodo"
"Consumer Financial Warning","Avviso finanziario per il consumatore"
"Due to the regulations for BNPL methods in The Netherlands you'll  have to warn customers about using a BNPL plan because it can be easy to get into debt. When enabled a warning will be showed in the checkout. Please note that this setting only applies for customers in The Netherlands.","A causa delle normative sui metodi BNPL nei Paesi Bassi, è necessario avvisare i clienti sull'utilizzo di un piano BNPL perché può facilmente portare a debiti. Quando questa funzione è abilitata, verrà mostrato un avviso durante il checkout. Tieni presente che questa impostazione si applica solo ai clienti nei Paesi Bassi."
"Advanced Configuration","Configurazione avanzata"
"Send Order Confirmation Email","Invia e-mail di conferma ordine"
"Enable to send an order confirmation email to the customer when the creating of the order is successful. Specific for this payment method.","Attiva per inviare un'e-mail di conferma ordine al cliente quando la creazione dell'ordine ha avuto successo. Specifico per questo metodo di pagamento."
"Payment Fee","Commissione di pagamento"
"The above amount is calculated based on de Tax settings in Buckaroo > Settings > Buckaroo Payment Fee Tax Class.","L'importo sopra indicato viene calcolato in base alle impostazioni fiscali in Buckaroo > Settings > Buckaroo Payment Fee Tax Class."
"Payment Fee Frontend Label","Etichetta frontend della commissione di pagamento"
"This label will be displayed next to the fee on the checkout, order, invoice and creditmemo pages and pdfs.","Questa etichetta verrà mostrata accanto alla commissione nelle pagine di checkout, ordine, fattura e nota di credito e nei PDF."
"Max Order Amount","Importo massimo ordine"
"Maximum order amount allowed.","Il metodo di pagamento non viene mostrato sopra l'importo massimo."
"The payment method shows only for orders with an order amount smaller than the maximum amount.","Il metodo di pagamento viene mostrato solo per ordini con un importo totale inferiore al valore massimo."
"Min Order Amount","Importo minimo ordine"
"Minimum order amount allowed.","Il metodo di pagamento non viene mostrato sotto l'importo minimo."
"The payment method shows only for orders with an order amount greater than the minimum amount.","Il metodo di pagamento viene mostrato solo per ordini con un importo totale superiore al valore minimo."
"Method Specific Status Enabled","Stato specifico del metodo abilitato"
"Enable or disable specific status.","Abilita o disabilita lo stato specifico."
"Method Specific Success Status","Stato 'successo' specifico del metodo"
"Leave empty to use default 'success' status.","Lascia vuoto per utilizzare lo stato predefinito 'success'."
"Method Specific Failed Status","Stato 'fallito' specifico del metodo"
"Leave empty to use default 'failed' status.","Lascia vuoto per utilizzare lo stato predefinito 'failed'."
"To make a new status available it needs to be assigned to the correct state. See Magento documentation about state and status.","Per rendere disponibile un nuovo stato, deve essere assegnato allo stato corretto. Consulta la documentazione Magento su state e status."
"Allowed Currencies","Valute consentite"
"Select payment method specific currencies.","Seleziona le valute specifiche per il metodo di pagamento."
"Your contract with Buckaroo must allow for the selected currencies to be used with this payment method.","Il tuo contratto con Buckaroo deve consentire l'utilizzo delle valute selezionate con questo metodo di pagamento."
"Allowed Countries","Paesi consentiti"
"Payment from Applicable Countries","Pagamento dai paesi applicabili"
"Payment from Specific Country","Pagamento da un paese specifico"
"Only available when set to 'specific countries'.","Disponibile solo quando è selezionata l'opzione 'paesi specifici'."
"Display Only for Selected IPs","Mostra solo per IP selezionati"
"Show method only to Magento set IPs.","Mostra il metodo solo agli IP configurati in Magento."
"Magento developer client restrictions.","Mostra questo metodo di pagamento solo agli IP Magento selezionati. Questa opzione è destinata agli sviluppatori quando si desidera testare un metodo di pagamento specifico senza mostrarlo pubblicamente."
"Credit and debit cards","Carte di credito e di debito"
"Enable credit and debit cards","Abilita carte di credito e di debito"
"Allowed Credit and Debit Cards","Carte di credito e di debito consentite"
"Select payment method specific Credit and debit card.","Seleziona carte di credito e di debito specifiche per il metodo di pagamento."
"Select payment method specific Credit and debit card. At least one card must be selected.","Seleziona carte di credito e di debito specifiche per il metodo di pagamento. Deve essere selezionata almeno una carta."
"Hosted Fields Placeholder Configuration","Configurazione placeholder Hosted Fields"
"Cardholder Name Placeholder","Placeholder nome titolare carta"
"Card Number Placeholder","Placeholder numero carta"
"Expiry Date Placeholder","Placeholder data di scadenza"
"Customize the placeholder text for the cardholder name field.","Personalizza il testo placeholder per il campo nome del titolare della carta."
"Customize the placeholder text for the card number field.","Personalizza il testo placeholder per il campo numero carta."
"Customize the placeholder text for the expiry date field.","Personalizza il testo placeholder per il campo data di scadenza."
"Customize the placeholder text for the CVC field.","Personalizza il testo placeholder per il campo CVC."
"Hosted Fields Styling Configuration","Configurazione stile Hosted Fields"
"Input Field Text Color","Colore del testo del campo di input"
"Background Color","Colore di sfondo"
"Border Color","Colore del bordo"
"Placeholder Color","Colore del placeholder"
"Font Size","Dimensione del carattere"
"Font Family","Famiglia del carattere"
"Border Radius","Raggio del bordo"
"Color for the text typed inside credit card input fields. This is different from the payment method description color above.","Il colore del testo digitato nei campi di inserimento della carta di credito. È diverso dal colore della descrizione del metodo di pagamento sopra."
"Background color for hosted fields.","Colore di sfondo per gli hosted fields."
"Border color for hosted fields.","Colore del bordo per gli hosted fields."
"Color for placeholder text in hosted fields.","Colore del testo placeholder negli hosted fields."
"Font size for hosted fields (e.g., "14px", "16px").","Dimensione del carattere per gli hosted fields (ad es. "14px", "16px")."
"Font family for hosted fields.","Famiglia di caratteri per gli hosted fields."
"Border radius for hosted fields (e.g., "5px", "10px").","Raggio del bordo per gli hosted fields (ad es. "5px", "10px")."
"American Express Specific","Specifico American Express"
"Verify address","Verifica indirizzo"
"Set true to verify the address at American Express. Set false to disable address verification","Imposta su 'sì' per verificare l'indirizzo presso American Express. Imposta su 'no' per disabilitare la verifica dell'indirizzo."
"Maestro Specific","Specifico Maestro"
"Mastercard Specific","Specifico Mastercard"
"No SecureCode order status","Stato ordine senza SecureCode"
"Set no SecureCode orders onhold","Metti in sospeso gli ordini senza SecureCode"
"Hold orders which have no MasterCard SecureCode.","Gli ordini senza MasterCard SecureCode vengono messi in sospeso."
"Visa Specific","Specifico Visa"
"No 3D Secure order status","Stato ordine senza 3D Secure"
"Set no 3D Secure orders onhold","Metti in sospeso gli ordini senza 3D Secure"
"Hold orders which are not 3D Secure.","Gli ordini senza 3D Secure by Visa vengono messi in sospeso."
"Paypal","Paypal"
"Enable Paypal","Abilita Paypal"
"Seller Protection Enabled","Abilita protezione venditore"
"WARNING: Paypal Seller Protection requires additional configuration. Please consult Buckaroo for more information.","ATTENZIONE: la protezione venditore PayPal richiede una configurazione aggiuntiva. Contatta Buckaroo per maggiori informazioni."
"Seller Protection Eligible","Protezione venditore completamente concessa"
"Seller Protection For Unauthorized Payment And Item Not Received","Protezione venditore concessa per pagamento non autorizzato e articolo non ricevuto"
"Seller Protection Item Not Received","Protezione venditore articolo non ricevuto"
"Seller Protection For Item Not Received","Protezione venditore concessa per articolo non ricevuto"
"Seller Protection Unauthorized Payment","Protezione venditore pagamento non autorizzato"
"Seller Protection For Unauthorized Payment","Protezione venditore concessa per pagamento non autorizzato"
"Seller Protection Ineligible","Nessuna protezione venditore"
"Merchant Is Not Protected By Seller Protection","L'esercente non è protetto dalla protezione venditore"
"Bank Transfer","Bonifico bancario"
"Enable Bank Transfer","Abilita bonifico bancario"
"Payment Method Logo","Logo del metodo di pagamento"
"Logo Preview","Anteprima logo"
"Generic Bank Logo (Default)","Logo banca generico (predefinito)"
"SEPA Credit Transfer Logo","Logo bonifico SEPA"
"Select the logo displayed for the Bank Transfer payment method. The Generic Bank Logo is recommended for stores selling internationally. The SEPA Credit Transfer Logo is recommended for stores selling in Europe. This setting affects visual display only.","Seleziona il logo mostrato per il metodo di pagamento Bonifico Bancario. Il logo banca generico è consigliato per i negozi che vendono a livello internazionale. Il logo bonifico SEPA è consigliato per i negozi che vendono in Europa. Questa impostazione influisce solo sulla visualizzazione."
"Bank Transfer Logo Preview","Anteprima logo bonifico bancario"
"Send Payment Instruction Email","Invia e-mail con istruzioni di pagamento"
"Buckaroo sends an email to the customer with the payment procedures.","Buckaroo invia un'e-mail al cliente con le istruzioni di pagamento."
"Set to 'No' the customer is informed once online.","Se è selezionato 'No', il cliente viene informato una sola volta dopo il completamento dell'ordine."
"Due Date (in Days)","Scadenza (in giorni)"
"The number of days after the order date shown as a reference due date in the bank transfer email template in Buckaroo Plaza. Late payments cannot be rejected.","Il numero di giorni dopo la data dell'ordine mostrato come data di scadenza di riferimento nel template e-mail del bonifico in Buckaroo Plaza. I pagamenti tardivi non possono essere rifiutati."
"Use credit management","Usa 'credit management'"
"Buckaroo sends payment reminders to the customer.","Buckaroo invia promemoria di pagamento al cliente."
"Contact Buckaroo before activating Credit Management. By default this is excluded in the contract.","Contatta Buckaroo prima di attivare il Credit Management. Per impostazione predefinita è escluso dal contratto."
"Invoice delay (in days)","Ritardo fattura (in giorni)"
"Specify the amount of days before Buckaroo invoices the order and sends out the payment mail.","Indica il numero di giorni tra l'ordine e la richiesta di pagamento."
"Max reminder level","Livello massimo di promemoria"
"Select the maximum reminder level buckaroo will use.","Seleziona il livello massimo di promemoria che Buckaroo applicherà."
"SEPA direct debit","Addebito diretto SEPA"
"Enable SEPA direct debit","Abilita addebito diretto SEPA"
"Bancontact","Bancontact"
"Enable Bancontact","Abilita Bancontact"
"Please enter a valid BIC number","Inserisci un numero BIC valido"
"Please select a issuer from the list","Seleziona una banca dall'elenco"
"Belfius","Belfius"
"Enable Belfius","Abilita Belfius"
"Blik","Blik"
"Enable Blik","Abilita Blik"
"Alipay","Alipay"
"Enable Alipay","Abilita Alipay"
"WeChatPay","WeChatPay"
"Enable WeChatPay","Abilita WeChatPay"
"P24","P24"
"Przelewy24","Przelewy24"
"Enable Przelewy24","Abilita Przelewy24"
"Trustly","Trustly"
"Enable Trustly","Abilita Trustly"
"Refunding","Rimborso"
"Enable or disable refunding.","Abilita o disabilita la possibilità di rimborsi tramite Buckaroo. Quando abilitato, puoi elaborare rimborsi online tramite Buckaroo creando una nota di credito in Magento."
"Set to 'No' refunds must be done manualy in Buckaroo Plaza.","Se è selezionato 'No', le note di credito in Magento non saranno disponibili in Buckaroo Plaza."
"Push Buckaroo Plaza Refunds to Magento","Accetta rimborsi Buckaroo Plaza in Magento"
"Allow 2-way refunding from Magento and Buckaroo Plaza.","Elabora in Magento i rimborsi creati in Buckaroo Plaza. In Magento verrà quindi creata anche una nota di credito."
"Enabled","Abilitato"
"Yes","Sì"
"No","No"
"Enable or disable the Buckaroo plugin.","Abilita o disabilita il plugin Buckaroo."
"Secret key","Chiave segreta"
"Enter your Buckaroo Secret Key.","Inserisci la tua 'Secret Key' Buckaroo."
"The Secret Key can be retrieved in the Buckaroo Plaza under Settings > Secret Key. For support contact Buckaroo.","La Secret Key può essere recuperata in Buckaroo Plaza sotto Impostazioni > Secret Key. Per supporto contatta Buckaroo."
"Store key","Chiave store"
"Enter your Buckaroo store key.","Inserisci la tua store key Buckaroo."
"The Store key can be retrieved in the Buckaroo Plaza under Settings > Websites. For support contact Buckaroo.","La Store key può essere recuperata in Buckaroo Plaza sotto Impostazioni > Websites. Per supporto contatta Buckaroo."
"(Merchant) guid","(Merchant) guid"
"Enter your Buckaroo merchant guid.","Inserisci il tuo merchant guid Buckaroo."
"The (Merchant) Guid can be retrieved in Buckaroo Plaza under My Buckaroo > Details > Guid. For support contact Buckaroo.","Il '(Merchant) Guid' può essere recuperato in Buckaroo Plaza sotto Il mio Buckaroo > Dettagli > Guid. Per supporto contatta Buckaroo."
"Transaction label","Descrizione transazione"
"The transaction description in Buckaroo Plaza.","La descrizione della transazione in Buckaroo Plaza."
"These options are only intended for expert users. Tampering with the default settings may negatively affect the workflow and performance of all Buckaroo payment methods. Use at your own risk.","Queste impostazioni sono destinate solo a utenti esperti. Modificare le impostazioni predefinite può influire negativamente sul funzionamento e sulle prestazioni di tutti i metodi di pagamento Buckaroo. Usale a tuo rischio."
"New status","Nuovo stato"
"This status will be given to new orders.","Questo stato verrà assegnato ai nuovi ordini."
"Pending payment status","Stato pagamento in sospeso"
"This status will be given to orders pending payment.","Questo stato verrà assegnato agli ordini in attesa di pagamento."
"Payment success status","Stato pagamento riuscito"
"This status will be given to orders paid.","Questo stato verrà assegnato agli ordini pagati."
"Payment failed status","Stato pagamento fallito"
"This status will be given to unsuccessful orders.","Questo stato verrà assegnato agli ordini non riusciti."
"Send transactional invoice email","Invia e-mail fattura transazionale"
"Send a mail after successful creating the order.","Invia un'e-mail dopo la corretta creazione dell'ordine."
"Please enter a valid bank account holder name","Inserisci un nome valido del titolare del conto"
"Please enter a valid bank account number","Inserisci un numero di conto valido"
"Create Invoice After Success","Crea fattura dopo 'successo'"
"If set to 'No' the order is not invoiced.","Se è selezionato 'No', l'ordine non viene fatturato."
"Payment Success Status Without Invoice","Stato successo pagamento senza fattura"
"Redirect Url After 'Success'","URL di reindirizzamento dopo 'Success'"
"Redirect after successful payments.","URL di reindirizzamento dopo un pagamento riuscito."
"Redirect Url After 'Failure'","URL di reindirizzamento dopo 'Failure'"
"Redirect after failed payments.","URL di reindirizzamento dopo un pagamento fallito."
"'Canceled' State on Failed Payment","Stato 'Canceled' in caso di pagamento fallito"
"Orders will stay open after failed payments.","Gli ordini non vengono annullati dopo un pagamento rifiutato."
"Transaction data send as raw data.","L'e-mail contiene i dati grezzi."
"Fee percentage mode","Modalità percentuale commissione"
"This setting only applies to percentage-based Buckaroo fees.<br />Please choose over which amount the fee percentage is calculated.","Questa impostazione si applica solo alle commissioni Buckaroo basate su percentuale.<br />Scegli su quale importo viene calcolata la percentuale della commissione."
"Please enter these fields as they appear on your bank account.","Compila questi campi come appaiono sul tuo conto bancario."
"You will receive an email with further payment instructions when you place your order.","Dopo aver effettuato l'ordine riceverai un'e-mail con ulteriori istruzioni di pagamento."
"Legend","Legenda"
"Payment Method","Metodo di pagamento"
"Disabled","Disabilitato"
"Test Mode","Modalità test"
"Live Mode","Modalità live"
"Magento &amp; 3rd party version compatibility","Compatibilità versione Magento e terze parti"
"Magento version compatibility","Compatibilità versione Magento"
"Magento Community Edition version","Versione Magento Community Edition"
"Magento Enterprise Edition version","Versione Magento Enterprise Edition"
"Quick Reference Guide","Guida rapida"
"Log in to the ","Accedi a "
"Buckaroo Plaza","Buckaroo Plaza"
" to collect the following security settings:"," per raccogliere le seguenti impostazioni di sicurezza:"
"Support","Supporto"
"This extension is developed by Buckaroo.","Questa estensione è sviluppata da Buckaroo."
"Extension Basic Configuration and Account Information","Configurazione di base dell'estensione e informazioni account"
"Phone:","Telefono:"
"E-mail:","E-mail:"
"Extension Support and Advanced Configuration","Supporto estensione e configurazione avanzata"
"Online documentation and FAQ:","Documentazione online e FAQ:"
"Support Question:","Richieste di supporto:"
"Support by email:","Altre domande via e-mail:"
"Documentation","Documentazione"
"A list of documents regarding the extension.","Un elenco di documenti relativi all'estensione."
"Download a PDF format of the manual. Currently the manual is only available in English.","Scarica qui il manuale in formato PDF. Attualmente disponibile solo in inglese."
"View the complete changelog of the module. Currently the changelog is only available in Dutch.","Visualizza la panoramica completa delle modifiche. Attualmente disponibile solo in olandese."
"Installation Manual Buckaroo.pdf (NL)","Manuale di installazione e configurazione (NL)"
"Full Changelog","Panoramica completa delle modifiche"
"Selected card: %1","Carta selezionata: %1"
"Tax Class for Buckaroo Fee","Classe fiscale per la commissione Buckaroo"
"Display Buckaroo Fee Prices","Mostra commissione Buckaroo"
"Buckaroo","Buckaroo"
"Version &amp; Support","Versione e supporto"
"General configuration and account information","Configurazione generale e informazioni account"
"Debug information will be sent to these comma-separated email addresses","Le informazioni di debug verranno inviate a questi indirizzi e-mail separati da virgola"
"Debugging","Debug"
"Decide what to debug. Log files will be created within the var/log/Buckaroo/ directory.","Decidi cosa registrare. I file di log verranno creati nella directory var/log/Buckaroo/."
"Please enter a valid number: '%1'.","Inserisci un numero valido: '%1'."
"This sets whether buckaroo payment fee amounts entered from Magento Admin include tax","Determina se gli importi delle commissioni Buckaroo inseriti da Magento Admin includono l'IVA"
"Excluding Tax","Esclusa IVA"
"Including Tax","Inclusa IVA"
"Including and Excluding Tax","Inclusa ed esclusa IVA"
"None","Nessuno"
"All Allowed Countries","Tutti i paesi consentiti"
"Specific Countries","Paesi specifici"
"Do not log debug information","Non registrare informazioni di debug"
"Log to file","Registra su file"
"Off","Disattivato"
"Test","Modalità test"
"Live","Modalità live"
"Subtotal","Subtotale"
"Subtotal incl. tax","Subtotale incl. IVA"
"Grand Total","Totale"
"-- Please Select --","-- Seleziona --"
"Buckaroo refund is disabled","Il rimborso Buckaroo è disabilitato"
"Buckaroo refund push validation failed","La validazione push del rimborso Buckaroo è fallita"
"The credit memo\'s total must be positive.","Il totale della nota di credito deve essere positivo."
"Failed to create the creditmemo","Impossibile creare la nota di credito"
"Refund failed ! Status : %1 and the order does not contain an invoice","Rimborso fallito! Stato: %1 e l'ordine non contiene una fattura"
"Skipped handling this push, duplicate","Gestione di questo push saltata, duplicato"
"Signature from push is incorrect","La firma del push non è corretta"
"Signature from push is correct but the order can not receive updates","La firma del push è corretta ma l'ordine non può più ricevere aggiornamenti"
"There was no order found by transaction Id","Nessun ordine trovato con l'ID transazione"
"Invalid status send by buckaroo, but the payment amount was correct.","Stato non valido inviato da Buckaroo, ma l'importo da pagare era corretto"
"Order can not be invoiced","L'ordine non può essere fatturato"
"Buckaroo Pending Payment","Buckaroo in attesa di pagamento"
"Refund Reward Points","Punti fedeltà"
"Buckaroo Fee for Order","Commissione Buckaroo per ordini"
"order","ordine"
"Buckaroo Fee","Commissione Buckaroo"
"Place Order","Effettua ordine"
"Select a bank:","Seleziona una banca:"
"BIC number:","Codice BIC:"
"Select a Credit Card or Debit Card:","Seleziona una carta di credito o di debito:"
"Bank Account Holder","Nome del titolare del conto"
"Bank Account Number","Numero di conto (IBAN):"
"BIC Number","Codice BIC:"
"Disallowed file type.","Tipo di file non valido."
"Online refunds are currently disabled for Buckaroo payment methods.","I rimborsi online sono attualmente disabilitati per i metodi di pagamento Buckaroo"
"Adjustment Refund","Rimborso di rettifica"
"Adjustment Fee","Commissione di rettifica"
"Unfortunately an error occurred while processing your payment. Please try again. If this error persists, please choose a different payment method.","Si è verificato un errore durante l'elaborazione del pagamento. Riprova. Se l'errore persiste, scegli un altro metodo di pagamento."
"Riverty","Riverty"
"Enable Riverty","Abilita Riverty"
"Giftcard","Carte regalo"
"Enable Giftcard","Abilita carte regalo"
"PayPerEmail","PayPerEmail"
"Enable PayPerEmail","Abilita PayPerEmail"
"PayLink","PayLink"
"Enable PayLink","Abilita PayLink"
"Combined","Combinato"
"Separate authorize and capture","Autorizzazione e cattura separate"
"Payment flow","Flusso di pagamento"
"Eps","Eps"
"Enable Eps","Abilita Eps"
"Bizum","Bizum"
"Enable Bizum","Abilita Bizum"
"Knaken","Knaken"
"Enable Knaken","Abilita Knaken"
"Wero","Wero"
"Enable Wero","Abilita Wero"
"Swish","Swish"
"Enable Swish","Abilita Swish"
"Twint","Twint"
"Enable Twint","Abilita Twint"
"MBWay","MBWay"
"Enable MBWay","Abilita MBWay"
"Multibanco","Multibanco"
"Enable Multibanco","Abilita Multibanco"
"Blik","Blik"
"Enable Blik","Abilita Blik"
"Google Pay","Google Pay"
"Enable Google Pay","Abilita Google Pay"
"Enable Billink","Abilita Billink"
"Enable EPS","Abilita Eps"
"This is a required field.","Questo è un campo obbligatorio."
"You should be at least 18 years old.","Devi avere almeno 18 anni."
"Phone number should be correct.","Il numero di telefono deve essere corretto."
"Enter Valid IBAN","Inserisci un IBAN valido"
"Enter Valid BIC number","Inserisci un numero BIC valido"
" (Excl. Tax)"," (Escl. IVA)"
" (Incl. Tax)"," (Incl. IVA)"
"Please enter a valid currency: '%1'.","Inserisci una valuta valida: '%1'."
"Merchant is protected by PayPal Seller Protection Policy for both Unauthorized Payment and Item Not Received.","L'esercente è protetto dalla PayPal Seller Protection Policy sia contro pagamenti non autorizzati sia contro articoli non ricevuti."
"Merchant is protected by Paypal Seller Protection Policy for Item Not Received.","L'esercente è protetto dalla PayPal Seller Protection Policy contro articoli non ricevuti."
"Merchant is protected by Paypal Seller Protection Policy for Unauthorized Payment.","L'esercente è protetto dalla PayPal Seller Protection Policy contro pagamenti non autorizzati."
"Merchant is not protected under the Seller Protection Policy.","L'esercente non è protetto dalla Seller Protection Policy."
"Not enough paid: %1 has been transfered. Order grand total was: %2.","Importo insufficiente: %1 è stato trasferito. Il totale ordine era: %2."
"Too much paid: %1 has been transfered. Order grand total was: %2.","Importo eccessivo: %1 è stato trasferito. Il totale ordine era: %2."
"Buckaroo New","Buckaroo Nuovo"
"'%s' data type is invalid. String is expected.","Il tipo di dato '%s' non è valido. È prevista una stringa."
"Installation and Configuration Manual Buckaroo.pdf","Manuale di installazione e configurazione Buckaroo.pdf"
"View the complete release notes of the extension. Currently the release notes is only available in English.","Visualizza le note di rilascio complete dell'estensione. Attualmente disponibili solo in inglese."
"Full Release Notes","Note di rilascio complete"
"(Excluding Tax)","(Esclusa IVA)"
"(Including Tax)","(Inclusa IVA)"
"Salutation","Formula di cortesia"
"Mr.","Sig."
"Mrs.","Sig.ra"
"Unknown","Sconosciuto"
"He/him","Lui"
"She/her","Lei"
"They/them","Loro"
"I prefer not to say","Preferisco non dirlo"
"Billing Name:","Nome di fatturazione:"
"Telephone:","Numero di telefono:"
"Date of Birth:","Data di nascita:"
"Bank Account Number:","Numero di conto bancario (IBAN):"
"Business Model:","Modello di business:"
"B2C - Business to Consumer","B2C - Business to Consumer"
"B2B - Business to Business","B2B - Business to Business"
"COC Number:","Numero Camera di Commercio:"
"Company Name:","Nome azienda:"
"Cost Center:","Centro di costo:"
"VAT Number:","Partita IVA:"
"Terms and Conditions:","Termini e condizioni:"
